DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
AUS;BOG;60770;11638,3;47178875,01
AUS;BOG;2988;3002,4;13170507,98
AUS;BOG;40;84;368479,44
AUS;BOG;500;20;84639,4
AUS;BOG;140;464,8;1967019,65
AUS;BOG;367;10110,74;42772880,06
AUS;BOG;5;165,59;700771,9
AUS;BOG;189;1392,88;5911294,65
AUS;BOG;4;14,96;60644,24
AUS;BOG;1;1,22;5318,46
AUS;BOG;149;1940,82;8222109,99
AUS;BOG;208;6935,01;29349317,45
AUS;BOG;2791;63011,27;266799588,8
AUS;BOG;254;3849,82;16768330,74
AUS;BOG;704;18134,8;75409223
AUS;BOG;3750;65651,12;276585352,8
AUS;BOG;150;1714;7201422,42
AUS;BOG;200;782,1;3430806,78
AUS;BOG;293,2;23040;101068646,4
AUS;BOG;3,96;414,97;1820332,3
AUS;BOG;1650;313,5;1270853,76
AUS;BOG;1000;180;753661,8
AUS;BOG;20800;7687,75;32689004,89
AUS;BOG;16;29805;130010271,9
AUS;BOG;5;750;3045622,5
AUS;BOG;4450;801;3386139,39
AUS;BOG;49,5;173810,33;762446822,2
AUS;BOG;0,02;20;82412,4
AUS;BOG;35675;8596,5;36289179,13
AUS;BOG;640;896;3782365,44
AUS;BOG;630;1113,6;4700939,9
AUS;BOG;1725;2987,25;12610347,27
AUS;BOG;20700;2958;12486871,62
AUS;BOG;2400;504;2127580,56
AUS;BOG;1340;1130,6;4772703,52
AUS;BOG;47,6;532;2245779,48
AUS;BOG;24;80,4;341619,6
AUS;BOG;216308;52742,39;222879777,3
AUS;BOG;28500;5890,5;24866097,79
AUS;BOG;45000;8855;36791993,7
AUS;BOG;1620;820,8;3490115,47
AUS;BOG;5670;1795,8;7635903,22
AUS;BOG;92;1325;5581562,5
AUS;BOG;20775;4729;20014696,19
AUS;BOG;107;697;3038501,8
AUS;BOG;7750;1472,5;6261202,53
AUS;BOG;450;292,5;1228947,52
AUS;BOG;100;363986,72;1525817517
AUS;BOG;744;18677,67;79361419,83
AUT;BOG;12480;2121,6;9014678,4
AUT;BOG;34560;5875,2;24963724,8
AUT;BOG;19152;3700,96;15736815,01
AUT;BOG;72240;10598,2;45031751,8
AUT;BOG;520;99,2;421500,8
AUT;BOG;22890;4132,4;17558567,6
AUT;BOG;28960;4614,4;19604113,98
AUT;BOG;97860;15101;64154490,57
AUT;BOG;240;48;203952
AUT;BOG;16270;2974,8;12639925,2
AUT;BOG;175;3463,25;14715349,25
AZE;BOG;9140;5970,97;25304194,54
AZE;BOG;64;153,6;673790,97
AZE;BOG;10450;1815,5;7667967,29
AZE;BOG;4;4549,72;19331760,28
BHS;BOG;1;1000;4187010
BHS;BOG;8;1235,6;5250941,67
BHS;BOG;124;9269,87;39394259,23
BHS;BOG;927;10978,69;46656248,67
BHS;BOG;8;265,44;1128043,02
BHS;BOG;5;457,5;1944242,32
BHS;BOG;1911;35462,37;150704788,4
BHS;BOG;96;3252,48;13822096,78
BHS;BOG;13,55;12900,84;54684725,62
BHR;BOG;300;96;405829,44
BHR;BOG;500;337,3;1401461,26
BHR;BOG;220;83,2;351718,84
BHR;BOG;3;52;219824,28
BHR;BOG;3612;2210,4;9311310
BHR;BOG;3455;2051,1;8625854,86
BHR;BOG;240;67,2;284388,38
BHR;BOG;1010;214,6;941377,23
BHR;BOG;4,6;17,41;73339,62
BHR;BOG;12;34,89;146974,12
BHR;BOG;6;12,44;52403,5
BHR;BOG;12;64,19;270400,37
BHR;BOG;174,25;457,5;1927218,75
BHR;BOG;15;76,5;322256,25
BHR;BOG;9,24;43,38;182738,25
BHR;BOG;18000;4410;18751716,9
BHR;BOG;18700;2949;11954538,24
BHR;BOG;11850;1422;5764446,72
BHR;BOG;54;54;227552,22
BHR;BOG;3400;1022,5;4302306,24
BHR;BOG;10625;2656,25;11213067,18
BHR;BOG;101225;16090;66993837,37
BHR;BOG;750;90;376830,9
BHR;BOG;2600;520;2177245,2
BHR;BOG;2920;807,6;3381429,27
BHR;BOG;192;2429,01;10170289,15
BRB;BOG;26600;4567,33;19189774,01
BRB;BOG;27000;997,54;4191194,23
BRB;BOG;30000;870,76;3658524,26
BRB;BOG;21000;1794;7537544,82
BRB;BOG;280;5325,45;22480801,37
BRB;BOG;105;3960,43;16319427,06
BRB;BOG;431;18254,2;75218621,6
BRB;BOG;959;12246,32;50462431,11
BRB;BOG;36;2741,06;11294866,65
BRB;BOG;723;7674,2;31622462
BEL;BOG;60;236,6;990646,56
BEL;BOG;36;242,82;1016689,76
BEL;BOG;380;2582,1;10811278,52
BEL;BOG;99;302,28;1265649,38
BEL;BOG;139,5;1081,49;4528209,44
BEL;BOG;207;1223,07;5121006,32
BEL;BOG;350;1417,5;5935086,67
BEL;BOG;1;40;164824,8
BEL;BOG;45;16455,75;72185780,28
BEL;BOG;1400;7524;31974818,04
BEL;BOG;1160;8700;36959225,4
BEL;BOG;140;1190;4832387,7
BEL;BOG;756;3993,98;16594747,26
BEL;BOG;155;7776;32041941,12
BEL;BOG;348;59676,19;251958243,5
BLZ;BOG;0,72;64,4;271902,59
BLZ;BOG;9,75;135,5;572093,19
BLZ;BOG;1,55;104;439097,36
BLZ;BOG;12,16;210;886638,9
BLZ;BOG;514,57;10563,99;44740422,23
BLZ;BOG;15,6;642;2798734,8
BLZ;BOG;246,6;12481,67;54412590,19
BLZ;BOG;2,37;2251,65;9877222,98
BLR;BOG;32458;32523,12;137487912,3
BLR;BOG;72650;25064,98;103804860,1
BLR;BOG;39500;7803,5;32317649
BLR;BOG;66500;22300,44;92355711,22
BLR;BOG;2650;500;2070715
BLR;BOG;85600;16432,03;68052102
BLR;BOG;7950;2763,5;11444841,8
BLR;BOG;10000;1900;7868717
BLR;BOG;1120;3464;15195390,24
BLR;BOG;104;274;1201944,84
BLR;BOG;12850;4495,5;18617798,56
BLR;BOG;1750;332,5;1377025,47
BLR;BOG;6400;1212;5019413,16
BLR;BOG;1600;598,4;2478231,71
BLR;BOG;400;51,2;207914,49
BLR;BOG;12700;1612,9;6549712,7
BLR;BOG;11225;3632,95;15438983,94
BLR;BOG;7850;1012,95;4304743,74
BLR;BOG;25350;2892,15;12290798,77
BLR;BOG;12000;1632;6877199,04
BLR;BOG;500;0,05;211,94
BLR;BOG;246;446;1882739,94
BLR;BOG;2,5;27,2;114821,8
BOL;BOG;164;646,71;2730467,82
BOL;BOG;683;2658,2;11223159,63
BOL;BOG;160;1248;5269168,32
BOL;BOG;250;1987,5;8391403,87
BOL;BOG;860;2944,2;12430677,37
BOL;BOG;180;675;2849910,75
BOL;BOG;500;1854,81;7831174,75
BOL;BOG;180;708,3;2990506,34
BOL;BOG;253;962,78;4064943,81
BOL;BOG;340;2556;10791662,04
BOL;BOG;180;1288,8;5441429,59
BOL;BOG;700;4515;19062736,35
BOL;BOG;160;662,4;2796712,41
BOL;BOG;250;1677,5;7082555,97
BOL;BOG;180;1432,8;6049410,55
BOL;BOG;643;15367,33;65295785,17
BOL;BOG;170;5910,3;25112864,7
BOL;BOG;50;371;1576379
BOL;BOG;172;26660;109855729,2
BOL;BOG;89;408,29;1682407,93
BOL;BOG;99;734,25;3025565,23
BOL;BOG;32;248,64;1024550,95
BOL;BOG;10;64,3;264955,86
BOL;BOG;102;372,98;1536908,84
BOL;BOG;198;756,86;3118732,45
BOL;BOG;66;151,14;622790,5
BOL;BOG;13;29,25;120528,13
BOL;BOG;132;552,9;2278290,79
BOL;BOG;10;97,6;402172,51
BOL;BOG;45;283,95;1170050,04
BOL;BOG;15;48,75;200880,22
BOL;BOG;250;1168,28;4814037,93
BOL;BOG;160;769,2;3247631,62
BOL;BOG;1666;4560,35;19254208,13
BOL;BOG;204;530,4;2239396,53
BOL;BOG;19;501,74;2118391,43
BOL;BOG;18;358,74;1514632,56
BOL;BOG;149;901,45;3821111,33
BOL;BOG;12;65,64;278238,11
BOL;BOG;38;178,48;756549,94
BOL;BOG;65;419,9;1779893,11
BOL;BOG;39;138,44;586826,39
BOL;BOG;32;139,52;591404,35
BOL;BOG;90;371,35;1574096,94
BOL;BOG;239;752,38;3189225,96
BOL;BOG;33;113,69;481914,85
BOL;BOG;245;703,79;2983260,24
BOL;BOG;101;577,31;2447130,49
BOL;BOG;319;789,63;3347123,12
BOL;BOG;48;181,6;769775,16
BOL;BOG;266;878,68;3724592,71
BOL;BOG;11;102,74;435499,44
BOL;BOG;74;302,66;1282930,34
BOL;BOG;59;594,12;2518385,56
BOL;BOG;4;19,64;83251,01
BOL;BOG;38;163,02;691017,32
BOL;BOG;20;36,8;155989,68
BOL;BOG;85400;12943;53333184,66
BOL;BOG;58404;10426,44;42963397,19
BOL;BOG;319,97;713,33;3069074,58
BOL;BOG;1535,19;3484,29;15022027,62
BOL;BOG;149,61;266,34;1152376,1
BOL;BOG;298,17;620,91;2718571,43
BOL;BOG;902,53;2444,59;10301428,92
BOL;BOG;650,56;1217,83;5174076,87
BOL;BOG;28,29;63,36;272467,94
BOL;BOG;110,11;212,28;911534,23
BOL;BOG;164,54;309,55;1335168,03
BOL;BOG;13,68;24,56;103495,1
BOL;BOG;175,04;402,69;1732179,96
BOL;BOG;4,66;11,02;47389,46
BOL;BOG;180,4;2438,96;10536193,55
BOL;BOG;110,18;1197,5;5049613,78
BOL;BOG;397,22;37375,6;163274173,6
BOL;BOG;1049,1;142869,02;580010828,9
BOL;BOG;135;15572,38;64167860,46
BOL;BOG;1729,82;90465,46;368271430,7
BOL;BOG;280,5;22356,21;92121446,04
BOL;BOG;100;3903;15821825,28
BOL;BOG;43,97;2191,25;8882801,6
BOL;BOG;852,6;20665,87;83896974,02
BOL;BOG;146,87;5342,1;22677212,48
BOL;BOG;70,91;3407,16;14449278,74
BOL;BOG;77,34;20232,2;82016483,07
BOL;BOG;19,64;1103,64;4692776,6
BOL;BOG;2132,01;48127,36;203198045,4
BOL;BOG;2816,84;99775,31;419625840,8
BOL;BOG;1648,59;79751,16;334247952,7
BOL;BOG;2209,78;83294,91;350297249,6
BOL;BOG;969,92;6528,48;27619452,77
BOL;BOG;220;27000;117703799
BOL;BOG;77;175;767665,5
BOL;BOG;4,56;8,19;34512,41
BOL;BOG;95;494,95;2006408,51
BOL;BOG;99;634,69;2579484,68
BOL;BOG;285;1381,82;5601566,64
BOL;BOG;5;14,4;58374,14
BOL;BOG;270;1105,56;4547109,44
BOL;BOG;98;425,31;1724104,66
BOL;BOG;2177;5506,25;22321016
BOL;BOG;363;1137,04;4609287,27
BOL;BOG;176;706,55;2864184,12
BOL;BOG;64;238,94;968605,41
BOL;BOG;1867;4380,33;17779018,1
BOL;BOG;504;2108,35;8546744,89
BOL;BOG;96;240,12;975790,46
BOL;BOG;28;267,68;1085110,47
BOL;BOG;16;71,83;295984,13
BOL;BOG;244;1621,16;6571793,56
BOL;BOG;8;47,52;192634,67
BOL;BOG;126;253,89;1029209,12
BOL;BOG;120;1000;4359400
BOL;BOG;98,35;1752;7685428,32
BOL;BOG;4;20,84;91417,99
BOL;BOG;13;89,44;392342,87
BOL;BOG;26;124,8;547455,16
BOL;BOG;15;104,4;457967,3
BOL;BOG;300;2267,4;9667251,62
BOL;BOG;289;1171,43;5064944,5
BOL;BOG;57;292,41;1282703,25
BOL;BOG;92;336,25;1427300,86
BOL;BOG;41;177,12;776965,21
BOL;BOG;812;1957,62;8575352,12
BOL;BOG;236;1152,02;5046474
BOL;BOG;45;133,82;579867,56
BOL;BOG;148;483,35;2030809,52
BOL;BOG;84;483,78;2048744,69
BOL;BOG;825;1902,56;8277937,43
BOL;BOG;532;2168,44;9474631,31
BOL;BOG;107;432,21;1860013,47
BOL;BOG;17;82,11;344987,62
BOL;BOG;314;2317,64;10144503,44
BOL;BOG;7;31,08;130583,55
BOL;BOG;178;1433,07;6169136,9
BOL;BOG;33;196,02;859873,09
BOL;BOG;8;24,88;109140,1
BOL;BOG;218;1248,89;5260852,14
BOL;BOG;46;210,91;920802,87
BOL;BOG;29;62,64;274780,38
BOL;BOG;161;3896,33;16189017,37
BOL;BOG;25;697,25;2897031,91
BOL;BOG;20;396,55;1634031,86
BOL;BOG;3,83;168;736958,88
BOL;BOG;3;5374;23573910,84
BOL;BOG;1;394;1728344,04
BOL;BOG;2;100;438666
BOL;BOG;5,12;685;3004862,1
BOL;BOG;3,31;145;636065,7
BOL;BOG;180;5130;21314842,2
BOL;BOG;81;8222;35842986,8
BOL;BOG;151;7852;34230008,8
BOL;BOG;15,5;430,44;1782637,12
BOL;BOG;30;732;3031526,76
BOL;BOG;222;3710,18;15365450,71
BOL;BOG;382,75;7323,24;30328685,78
BOL;BOG;28;1471,2;6092871,8
BOL;BOG;336,6;794;3376159,46
BOL;BOG;100;5300;23249298
BOL;BOG;1;22;93545,98
BOL;BOG;586;7148,5;29463745,86
BOL;BOG;1;19;80789,71
BOL;BOG;1;21;89293,89
BOL;BOG;5;108;459225,72
BOL;BOG;504;8534;35667231,78
BOL;BOG;3;58;246621,22
BOL;BOG;1;19;80789,71
BOL;BOG;157,25;4020,58;17083444,42
BOL;BOG;20000;3388,8;14238144,86
BOL;BOG;77;637,5;2626895,25
BOL;BOG;42;262,5;1081662,75
BOL;BOG;40;4;16565,72
BOL;BOG;130;13;53838,59
BOL;BOG;52,88;5076,76;21093633,19
BOL;BOG;312;1978,32;8151904,95
BOL;BOG;1,36;34;148219,6
BOL;BOG;2180,28;17200,39;73558924,75
BOL;BOG;151,61;6495,8;27887764,28
BOL;BOG;142,75;3950,67;16741926,83
BOL;BOG;30,28;853,51;3679865,49
BOL;BOG;976,26;12327,51;52877557,83
BOL;BOG;262,47;935,08;3951634,28
BOL;BOG;115,35;533,96;2342300,97
BOL;BOG;853,12;117698,29;498905396,6
BOL;BOG;826,56;11528,64;48807857,84
BOL;BOG;149,14;7318,31;31661804,92
BOL;BOG;410,76;10847,99;46171146,09
BOL;BOG;202,8;483,25;2044045,37
BOL;BOG;151,2;2954,13;12571595,12
BOL;BOG;173,24;728,13;3145682,53
BOL;BOG;5267;383,38;1620696,77
BOL;BOG;92;556,6;2350015,29
BOL;BOG;5;26,35;111252,07
BOL;BOG;180;1031,68;4355845,81
BOL;BOG;7;45,22;190922,9
BOL;BOG;5;17,9;75575,41
BOL;BOG;105;410,33;1732450,18
BOL;BOG;5;21,7;91619,35
BOL;BOG;229;535,6;2261351,4
BOL;BOG;260;688,72;2907837,82
BOL;BOG;98;342,54;1446234,7
BOL;BOG;45;196,2;828374,05
BOL;BOG;1201;2855,5;12056177,99
BOL;BOG;478;1640,48;6926254,2
BOL;BOG;274;635,09;2681407,13
BOL;BOG;23;218;920415,62
BOL;BOG;124;592,96;2503530,48
BOL;BOG;248;2469,33;10425733,49
BOL;BOG;58;165,28;697827,03
BOL;BOG;97;436,92;1844715,56
BOL;BOG;7;32,76;138315,66
BOL;BOG;70,29;4233,27;17944196,53
BOL;BOG;2;12,88;54596,38
BOL;BOG;21,42;216,46;946814,42
BOL;BOG;6,7;66,23;279629,02
BOL;BOG;99;5346,72;22143066,6
BOL;BOG;20,92;625,23;2678577,94
BOL;BOG;124,34;7480,83;32190468,37
BOL;BOG;200,74;1217,2;5174731,85
